"Port","Service","Protocol","Description"
"31744","","","Unassigned"
"31745","","","Unassigned"
"31746","","","Unassigned"
"31747","","","Unassigned"
"31748","","","Unassigned"
"31749","","","Unassigned"
"31750","","","Unassigned"
"31751","","","Unassigned"
"31752","","","Unassigned"
"31753","","","Unassigned"
"31754","","","Unassigned"
"31755","","","Unassigned"
"31756","","","Unassigned"
"31757","","","Unassigned"
"31758","","","Unassigned"
"31759","","","Unassigned"
"31760","","","Unassigned"
"31761","","","Unassigned"
"31762","","","Unassigned"
"31763","","","Unassigned"
"31764","","","Unassigned"
"31765","gamesmith-port","tcp","GameSmith Port"
"31765","gamesmith-port","udp","GameSmith Port"
"31766","","","Unassigned"
"31767","","","Unassigned"
"31768","","","Unassigned"
"31769","","","Unassigned"
"31770","","","Unassigned"
"31771","","","Unassigned"
"31772","","","Unassigned"
"31773","","","Unassigned"
"31774","","","Unassigned"
"31775","","","Unassigned"
"31776","","","Unassigned"
"31777","","","Unassigned"
"31778","","","Unassigned"
"31779","","","Unassigned"
"31780","","","Unassigned"
"31781","","","Unassigned"
"31782","","","Unassigned"
"31783","","","Unassigned"
"31784","","","Unassigned"
"31785","","","Unassigned"
"31786","","","Unassigned"
"31787","","","Unassigned"
"31788","","","Unassigned"
"31789","","","Unassigned"
"31790","","","Unassigned"
"31791","","","Unassigned"
"31792","","","Unassigned"
"31793","","","Unassigned"
"31794","","","Unassigned"
"31795","","","Unassigned"
"31796","","","Unassigned"
"31797","","","Unassigned"
"31798","","","Unassigned"
"31799","","","Unassigned"
"31800","","","Unassigned"
"31801","","","Unassigned"
"31802","","","Unassigned"
"31803","","","Unassigned"
"31804","","","Unassigned"
"31805","","","Unassigned"
"31806","","","Unassigned"
"31807","","","Unassigned"
"31808","","","Unassigned"
"31809","","","Unassigned"
"31810","","","Unassigned"
"31811","","","Unassigned"
"31812","","","Unassigned"
"31813","","","Unassigned"
"31814","","","Unassigned"
"31815","","","Unassigned"
"31816","","","Unassigned"
"31817","","","Unassigned"
"31818","","","Unassigned"
"31819","","","Unassigned"
"31820","","","Unassigned"
"31821","","","Unassigned"
"31822","","","Unassigned"
"31823","","","Unassigned"
"31824","","","Unassigned"
"31825","","","Unassigned"
"31826","","","Unassigned"
"31827","","","Unassigned"
"31828","","","Unassigned"
"31829","","","Unassigned"
"31830","","","Unassigned"
"31831","","","Unassigned"
"31832","","","Unassigned"
"31833","","","Unassigned"
"31834","","","Unassigned"
"31835","","","Unassigned"
"31836","","","Unassigned"
"31837","","","Unassigned"
"31838","","","Unassigned"
"31839","","","Unassigned"
"31840","","","Unassigned"
"31841","","","Unassigned"
"31842","","","Unassigned"
"31843","","","Unassigned"
"31844","","","Unassigned"
"31845","","","Unassigned"
"31846","","","Unassigned"
"31847","","","Unassigned"
"31848","","","Unassigned"
"31849","","","Unassigned"
"31850","","","Unassigned"
"31851","","","Unassigned"
"31852","","","Unassigned"
"31853","","","Unassigned"
"31854","","","Unassigned"
"31855","","","Unassigned"
"31856","","","Unassigned"
"31857","","","Unassigned"
"31858","","","Unassigned"
"31859","","","Unassigned"
"31860","","","Unassigned"
"31861","","","Unassigned"
"31862","","","Unassigned"
"31863","","","Unassigned"
"31864","","","Unassigned"
"31865","","","Unassigned"
"31866","","","Unassigned"
"31867","","","Unassigned"
"31868","","","Unassigned"
"31869","","","Unassigned"
"31870","","","Unassigned"
"31871","","","Unassigned"
"31872","","","Unassigned"
"31873","","","Unassigned"
"31874","","","Unassigned"
"31875","","","Unassigned"
"31876","","","Unassigned"
"31877","","","Unassigned"
"31878","","","Unassigned"
"31879","","","Unassigned"
"31880","","","Unassigned"
"31881","","","Unassigned"
"31882","","","Unassigned"
"31883","","","Unassigned"
"31884","","","Unassigned"
"31885","","","Unassigned"
"31886","","","Unassigned"
"31887","","","Unassigned"
"31888","","","Unassigned"
"31889","","","Unassigned"
"31890","","","Unassigned"
"31891","","","Unassigned"
"31892","","","Unassigned"
"31893","","","Unassigned"
"31894","","","Unassigned"
"31895","","","Unassigned"
"31896","","","Unassigned"
"31897","","","Unassigned"
"31898","","","Unassigned"
"31899","","","Unassigned"
"31900","","","Unassigned"
"31901","","","Unassigned"
"31902","","","Unassigned"
"31903","","","Unassigned"
"31904","","","Unassigned"
"31905","","","Unassigned"
"31906","","","Unassigned"
"31907","","","Unassigned"
"31908","","","Unassigned"
"31909","","","Unassigned"
"31910","","","Unassigned"
"31911","","","Unassigned"
"31912","","","Unassigned"
"31913","","","Unassigned"
"31914","","","Unassigned"
"31915","","","Unassigned"
"31916","","","Unassigned"
"31917","","","Unassigned"
"31918","","","Unassigned"
"31919","","","Unassigned"
"31920","","","Unassigned"
"31921","","","Unassigned"
"31922","","","Unassigned"
"31923","","","Unassigned"
"31924","","","Unassigned"
"31925","","","Unassigned"
"31926","","","Unassigned"
"31927","","","Unassigned"
"31928","","","Unassigned"
"31929","","","Unassigned"
"31930","","","Unassigned"
"31931","","","Unassigned"
"31932","","","Unassigned"
"31933","","","Unassigned"
"31934","","","Unassigned"
"31935","","","Unassigned"
"31936","","","Unassigned"
"31937","","","Unassigned"
"31938","","","Unassigned"
"31939","","","Unassigned"
"31940","","","Unassigned"
"31941","","","Unassigned"
"31942","","","Unassigned"
"31943","","","Unassigned"
"31944","","","Unassigned"
"31945","","","Unassigned"
"31946","","","Unassigned"
"31947","","","Unassigned"
"31948","iceedcp-tx","tcp","Embedded Device Configuration Protocol TX
IANA assigned this well-formed service name as a replacement for ""iceedcp_tx""."
"31948","iceedcp_tx","tcp","Embedded Device Configuration Protocol TX"
"31948","iceedcp-tx","udp","Embedded Device Configuration Protocol TX
IANA assigned this well-formed service name as a replacement for ""iceedcp_tx""."
"31948","iceedcp_tx","udp","Embedded Device Configuration Protocol TX"
"31949","iceedcp-rx","tcp","Embedded Device Configuration Protocol RX
IANA assigned this well-formed service name as a replacement for ""iceedcp_rx""."
"31949","iceedcp_rx","tcp","Embedded Device Configuration Protocol RX"
"31949","iceedcp-rx","udp","Embedded Device Configuration Protocol RX
IANA assigned this well-formed service name as a replacement for ""iceedcp_rx""."
"31949","iceedcp_rx","udp","Embedded Device Configuration Protocol RX"
"31950","","","Unassigned"
"31951","","","Unassigned"
"31952","","","Unassigned"
"31953","","","Unassigned"
"31954","","","Unassigned"
"31955","","","Unassigned"
"31956","","","Unassigned"
"31957","","","Unassigned"
"31958","","","Unassigned"
"31959","","","Unassigned"
"31960","","","Unassigned"
"31961","","","Unassigned"
"31962","","","Unassigned"
"31963","","","Unassigned"
"31964","","","Unassigned"
"31965","","","Unassigned"
"31966","","","Unassigned"
"31967","","","Unassigned"
"31968","","","Unassigned"
"31969","","","Unassigned"
"31970","","","Unassigned"
"31971","","","Unassigned"
"31972","","","Unassigned"
"31973","","","Unassigned"
"31974","","","Unassigned"
"31975","","","Unassigned"
"31976","","","Unassigned"
"31977","","","Unassigned"
"31978","","","Unassigned"
"31979","","","Unassigned"
"31980","","","Unassigned"
"31981","","","Unassigned"
"31982","","","Unassigned"
"31983","","","Unassigned"
"31984","","","Unassigned"
"31985","","","Unassigned"
"31986","","","Unassigned"
"31987","","","Unassigned"
"31988","","","Unassigned"
"31989","","","Unassigned"
"31990","","","Unassigned"
"31991","","","Unassigned"
"31992","","","Unassigned"
"31993","","","Unassigned"
"31994","","","Unassigned"
"31995","","","Unassigned"
"31996","","","Unassigned"
"31997","","","Unassigned"
"31998","","","Unassigned"
"31999","","","Unassigned"
"32000","","","Unassigned"
"32001","","","Unassigned"
"32002","","","Unassigned"
"32003","","","Unassigned"
"32004","","","Unassigned"
"32005","","","Unassigned"
"32006","","","Unassigned"
"32007","","","Unassigned"
"32008","","","Unassigned"
"32009","","","Unassigned"
"32010","","","Unassigned"
"32011","","","Unassigned"
"32012","","","Unassigned"
"32013","","","Unassigned"
"32014","","","Unassigned"
"32015","","","Unassigned"
"32016","","","Unassigned"
"32017","","","Unassigned"
"32018","","","Unassigned"
"32019","","","Unassigned"
"32020","","","Unassigned"
"32021","","","Unassigned"
"32022","","","Unassigned"
"32023","","","Unassigned"
"32024","","","Unassigned"
"32025","","","Unassigned"
"32026","","","Unassigned"
"32027","","","Unassigned"
"32028","","","Unassigned"
"32029","","","Unassigned"
"32030","","","Unassigned"
"32031","","","Unassigned"
"32032","","","Unassigned"
"32033","","","Unassigned"
"32034","iracinghelper","tcp","iRacing helper service"
"32034","iracinghelper","udp","iRacing helper service"
"32035","","","Unassigned"
"32036","","","Unassigned"
"32037","","","Unassigned"
"32038","","","Unassigned"
"32039","","","Unassigned"
"32040","","","Unassigned"
"32041","","","Unassigned"
"32042","","","Unassigned"
"32043","","","Unassigned"
"32044","","","Unassigned"
"32045","","","Unassigned"
"32046","","","Unassigned"
"32047","","","Unassigned"
"32048","","","Unassigned"
"32049","","","Unassigned"
"32050","","","Unassigned"
"32051","","","Unassigned"
"32052","","","Unassigned"
"32053","","","Unassigned"
"32054","","","Unassigned"
"32055","","","Unassigned"
"32056","","","Unassigned"
"32057","","","Unassigned"
"32058","","","Unassigned"
"32059","","","Unassigned"
"32060","","","Unassigned"
"32061","","","Unassigned"
"32062","","","Unassigned"
"32063","","","Unassigned"
"32064","","","Unassigned"
"32065","","","Unassigned"
"32066","","","Unassigned"
"32067","","","Unassigned"
"32068","","","Unassigned"
"32069","","","Unassigned"
"32070","","","Unassigned"
"32071","","","Unassigned"
"32072","","","Unassigned"
"32073","","","Unassigned"
"32074","","","Unassigned"
"32075","","","Unassigned"
"32076","","","Unassigned"
"32077","","","Unassigned"
"32078","","","Unassigned"
"32079","","","Unassigned"
"32080","","","Unassigned"
"32081","","","Unassigned"
"32082","","","Unassigned"
"32083","","","Unassigned"
"32084","","","Unassigned"
"32085","","","Unassigned"
"32086","","","Unassigned"
"32087","","","Unassigned"
"32088","","","Unassigned"
"32089","","","Unassigned"
"32090","","","Unassigned"
"32091","","","Unassigned"
"32092","","","Unassigned"
"32093","","","Unassigned"
"32094","","","Unassigned"
"32095","","","Unassigned"
"32096","","","Unassigned"
"32097","","","Unassigned"
"32098","","","Unassigned"
"32099","","","Unassigned"
"32100","","","Unassigned"
"32101","","","Unassigned"
"32102","","","Unassigned"
"32103","","","Unassigned"
"32104","","","Unassigned"
"32105","","","Unassigned"
"32106","","","Unassigned"
"32107","","","Unassigned"
"32108","","","Unassigned"
"32109","","","Unassigned"
"32110","","","Unassigned"
"32111","","","Unassigned"
"32112","","","Unassigned"
"32113","","","Unassigned"
"32114","","","Unassigned"
"32115","","","Unassigned"
"32116","","","Unassigned"
"32117","","","Unassigned"
"32118","","","Unassigned"
"32119","","","Unassigned"
"32120","","","Unassigned"
"32121","","","Unassigned"
"32122","","","Unassigned"
"32123","","","Unassigned"
"32124","","","Unassigned"
"32125","","","Unassigned"
"32126","","","Unassigned"
"32127","","","Unassigned"
"32128","","","Unassigned"
"32129","","","Unassigned"
"32130","","","Unassigned"
"32131","","","Unassigned"
"32132","","","Unassigned"
"32133","","","Unassigned"
"32134","","","Unassigned"
"32135","","","Unassigned"
"32136","","","Unassigned"
"32137","","","Unassigned"
"32138","","","Unassigned"
"32139","","","Unassigned"
"32140","","","Unassigned"
"32141","","","Unassigned"
"32142","","","Unassigned"
"32143","","","Unassigned"
"32144","","","Unassigned"
"32145","","","Unassigned"
"32146","","","Unassigned"
"32147","","","Unassigned"
"32148","","","Unassigned"
"32149","","","Unassigned"
"32150","","","Unassigned"
"32151","","","Unassigned"
"32152","","","Unassigned"
"32153","","","Unassigned"
"32154","","","Unassigned"
"32155","","","Unassigned"
"32156","","","Unassigned"
"32157","","","Unassigned"
"32158","","","Unassigned"
"32159","","","Unassigned"
"32160","","","Unassigned"
"32161","","","Unassigned"
"32162","","","Unassigned"
"32163","","","Unassigned"
"32164","","","Unassigned"
"32165","","","Unassigned"
"32166","","","Unassigned"
"32167","","","Unassigned"
"32168","","","Unassigned"
"32169","","","Unassigned"
"32170","","","Unassigned"
"32171","","","Unassigned"
"32172","","","Unassigned"
"32173","","","Unassigned"
"32174","","","Unassigned"
"32175","","","Unassigned"
"32176","","","Unassigned"
"32177","","","Unassigned"
"32178","","","Unassigned"
"32179","","","Unassigned"
"32180","","","Unassigned"
"32181","","","Unassigned"
"32182","","","Unassigned"
"32183","","","Unassigned"
"32184","","","Unassigned"
"32185","","","Unassigned"
"32186","","","Unassigned"
"32187","","","Unassigned"
"32188","","","Unassigned"
"32189","","","Unassigned"
"32190","","","Unassigned"
"32191","","","Unassigned"
"32192","","","Unassigned"
"32193","","","Unassigned"
"32194","","","Unassigned"
"32195","","","Unassigned"
"32196","","","Unassigned"
"32197","","","Unassigned"
"32198","","","Unassigned"
"32199","","","Unassigned"
"32200","","","Unassigned"
"32201","","","Unassigned"
"32202","","","Unassigned"
"32203","","","Unassigned"
"32204","","","Unassigned"
"32205","","","Unassigned"
"32206","","","Unassigned"
"32207","","","Unassigned"
"32208","","","Unassigned"
"32209","","","Unassigned"
"32210","","","Unassigned"
"32211","","","Unassigned"
"32212","","","Unassigned"
"32213","","","Unassigned"
"32214","","","Unassigned"
"32215","","","Unassigned"
"32216","","","Unassigned"
"32217","","","Unassigned"
"32218","","","Unassigned"
"32219","","","Unassigned"
"32220","","","Unassigned"
"32221","","","Unassigned"
"32222","","","Unassigned"
"32223","","","Unassigned"
"32224","","","Unassigned"
"32225","","","Unassigned"
"32226","","","Unassigned"
"32227","","","Unassigned"
"32228","","","Unassigned"
"32229","","","Unassigned"
"32230","","","Unassigned"
"32231","","","Unassigned"
"32232","","","Unassigned"
"32233","","","Unassigned"
"32234","","","Unassigned"
"32235","","","Unassigned"
"32236","","","Unassigned"
"32237","","","Unassigned"
"32238","","","Unassigned"
"32239","","","Unassigned"
"32240","","","Unassigned"
"32241","","","Unassigned"
"32242","","","Unassigned"
"32243","","","Unassigned"
"32244","","","Unassigned"
"32245","","","Unassigned"
"32246","","","Unassigned"
"32247","","","Unassigned"
"32248","","","Unassigned"
"32249","t1distproc60","tcp","T1 Distributed Processor"
"32249","t1distproc60","udp","T1 Distributed Processor"
"32250","","","Unassigned"
"32251","","","Unassigned"
"32252","","","Unassigned"
"32253","","","Unassigned"
"32254","","","Unassigned"
"32255","","","Unassigned"
"32256","","","Unassigned"
"32257","","","Unassigned"
"32258","","","Unassigned"
"32259","","","Unassigned"
"32260","","","Unassigned"
"32261","","","Unassigned"
"32262","","","Unassigned"
"32263","","","Unassigned"
"32264","","","Unassigned"
"32265","","","Unassigned"
"32266","","","Unassigned"
"32267","","","Unassigned"
"32268","","","Unassigned"
"32269","","","Unassigned"
"32270","","","Unassigned"
"32271","","","Unassigned"
"32272","","","Unassigned"
"32273","","","Unassigned"
"32274","","","Unassigned"
"32275","","","Unassigned"
"32276","","","Unassigned"
"32277","","","Unassigned"
"32278","","","Unassigned"
"32279","","","Unassigned"
"32280","","","Unassigned"
"32281","","","Unassigned"
"32282","","","Unassigned"
"32283","","","Unassigned"
"32284","","","Unassigned"
"32285","","","Unassigned"
"32286","","","Unassigned"
"32287","","","Unassigned"
"32288","","","Unassigned"
"32289","","","Unassigned"
"32290","","","Unassigned"
"32291","","","Unassigned"
"32292","","","Unassigned"
"32293","","","Unassigned"
"32294","","","Unassigned"
"32295","","","Unassigned"
"32296","","","Unassigned"
"32297","","","Unassigned"
